name,status_id,created_at,text,is_quote,is_retweet,reply_to_user_id,hashtags
Lauren Woodman,1174954675981844480,2019-09-20T07:53:19Z,Thrilled to see Farhan Irshad recognized for his work not only in his organization but on behalf of the whole nonprofit sector. And thank you @AppDirect for supporting #DigitalHeroes. @NetHope_org #ADEngage//t.co/HFwtYYdgo4,TRUE,FALSE,NA,DigitalHeroes
Lauren Woodman,1174954675981844480,2019-09-20T07:53:19Z,Thrilled to see Farhan Irshad recognized for his work not only in his organization but on behalf of the whole nonprofit sector. And thank you @AppDirect for supporting #DigitalHeroes. @NetHope_org #ADEngage//t.co/HFwtYYdgo4,TRUE,FALSE,NA,ADEngage
Lauren Woodman,1130991809851609088,2019-05-22T00:20:34Z,"@mattwallaert My kids. Called me out, and kind of hard to argue with that. No more.",FALSE,FALSE,12512312,NA
Lauren Woodman,1126464918729973762,2019-05-09T12:32:19Z,Great to see the @NetHope_org Africa chapter bringing commitment and collaboration to life!//t.co/K26AxYoJhp,TRUE,FALSE,NA,NA
Lauren Woodman,1126464676580212738,2019-05-09T12:31:22Z,@Box_Org @NetHope_org @Box So glad Jennifer was able to join -- and @NetHope_org is grateful to @Box for being a real partner to nonprofits and supporting nonprofit digital transformation. #nptech #NPDTx #tech4good #socialimpact,FALSE,FALSE,1070014156412149760,nptech
Lauren Woodman,1126464676580212738,2019-05-09T12:31:22Z,@Box_Org @NetHope_org @Box So glad Jennifer was able to join -- and @NetHope_org is grateful to @Box for being a real partner to nonprofits and supporting nonprofit digital transformation. #nptech #NPDTx #tech4good #socialimpact,FALSE,FALSE,1070014156412149760,NPDTx
Lauren Woodman,1126464676580212738,2019-05-09T12:31:22Z,@Box_Org @NetHope_org @Box So glad Jennifer was able to join -- and @NetHope_org is grateful to @Box for being a real partner to nonprofits and supporting nonprofit digital transformation. #nptech #NPDTx #tech4good #socialimpact,FALSE,FALSE,1070014156412149760,tech4good
Lauren Woodman,1126464676580212738,2019-05-09T12:31:22Z,@Box_Org @NetHope_org @Box So glad Jennifer was able to join -- and @NetHope_org is grateful to @Box for being a real partner to nonprofits and supporting nonprofit digital transformation. #nptech #NPDTx #tech4good #socialimpact,FALSE,FALSE,1070014156412149760,socialimpact
Lauren Woodman,1126463835186061322,2019-05-09T12:28:01Z,"Inspired this week at the @NetHope_org Africa Chapter Meeting...great conversations, smart technologists making a real impact, thought-provoking ideas. I learned so much!",FALSE,FALSE,NA,NA
Lauren Woodman,1123620863826436096,2019-05-01T16:11:04Z,Love to see @NetHope_org members coming together to do this work!//t.co/GVaq20ErPV,TRUE,FALSE,NA,NA
Lauren Woodman,1123489742480396288,2019-05-01T07:30:02Z,Andrew Toth @DFID_Digital noting that the creation of standards for embedding culture....true for safeguarding *and* digital development. #ICT4D2019,FALSE,FALSE,NA,ICT4D2019
Lauren Woodman,1123488732693377025,2019-05-01T07:26:01Z,"@taylordowns2000 @VeraSolutions Agreed!!! It's people, process and technology....tech alone does not a digital nonprofit make!",FALSE,FALSE,1006657716,NA
Lauren Woodman,1123481704574930947,2019-05-01T06:58:06Z,Yes!//t.co/OyHCCfRVeY,TRUE,FALSE,NA,NA
Lauren Woodman,1123481538711175168,2019-05-01T06:57:26Z,"R. Couture @unicef has a great point....open source software is free to acquire, but needs expertise & funding to maintain. It's free like a puppy, not free like a beer (per Richard Stallman). We have to plan for sustainability to remain relevant. #ICT4D2019 #plan4digital",FALSE,FALSE,NA,ICT4D2019
Lauren Woodman,1123481538711175168,2019-05-01T06:57:26Z,"R. Couture @unicef has a great point....open source software is free to acquire, but needs expertise & funding to maintain. It's free like a puppy, not free like a beer (per Richard Stallman). We have to plan for sustainability to remain relevant. #ICT4D2019 #plan4digital",FALSE,FALSE,NA,plan4digital
Lauren Woodman,1123475738135617537,2019-05-01T06:34:23Z,"#ICT4D2019. Karl Lowe @CatholicRelief rightly noting that culture change is hard. As Peter Drucker said, Culture eats strategy for breakfast. So important to focus on people as part of our digital initiatives.",FALSE,FALSE,NA,ICT4D2019
Lauren Woodman,1123474065782657025,2019-05-01T06:27:45Z,"@tmarente Great question.....hopefully one day (soon!) we recognize it's just how we need to do our work, serve our clients, engage communities. My mobile is my phone, not my digital phone . And while we're at it, let's just call it development and drop the ICT part! #thinkingbig",FALSE,FALSE,15533512,thinkingbig
Lauren Woodman,1123473080884527104,2019-05-01T06:23:50Z,"@CatholicRelief CIO Karl Lowe: we have an agency-wise strategy that has digital embedded, not a separate digital strategy. Brilliant....tech is part of our work in the sector, not a separate thing to think about later.",FALSE,FALSE,14496886,NA
Lauren Woodman,1123472296491065355,2019-05-01T06:20:43Z,On my way to record the audiobook of for//t.co/FSK3hPuvtC - now with authentic Matt Wallaert cursing!,FALSE,TRUE,NA,NA
Lauren Woodman,1123167587167277056,2019-04-30T10:09:54Z,"@siobhangreen @NetHope_org No slight intended at all....NetHope is focused on bringing together nonprofits and the private sector (and others, too!). Both have much expertise, experience and passion to bring to this conversation. We have to work together to successfully tackle these challenges.",FALSE,FALSE,17244587,NA
Lauren Woodman,1123165981055045632,2019-04-30T10:03:31Z,"Couldn't have said it better myself. Great work by CTEN, great insight from Peter Batali. #ICT4D2019//t.co/G7288Tdjm9",TRUE,FALSE,NA,ICT4D2019
Lauren Woodman,1123165200000200704,2019-04-30T10:00:25Z,"@hillaryeason Nope. Research from MIT shows it's a nonstarter....without a solid operational backbone to underpin digital, you can't scale nor have the data insights u need to create new value. U can do both at the same time, but skipping the fundamentals is, they say, the worst approach.",FALSE,FALSE,49500035,NA
Lauren Woodman,1123164344299208706,2019-04-30T09:57:01Z,Great discussion at #ICT4D2019 about what it takes to enable digital transformation in nonprofit sector and digital inclusion of the communities and people we are working with. #NonprofitTDx//t.co/5ctxSjGRBx,FALSE,TRUE,NA,ICT4D2019
Lauren Woodman,1104836551781965824,2019-03-10T20:08:55Z,Heartbroken to hear of the loss of #ET302. Our thoughts and prayers go to all of the families and colleagues of those on board.,FALSE,FALSE,NA,ET302
Lauren Woodman,1091513986971881472,2019-02-02T01:49:48Z,DM @UPrepSkiBus have you guys arrived at Stevens yet? Just checking....,FALSE,FALSE,NA,NA
Lauren Woodman,1090712849905635328,2019-01-30T20:46:22Z,Fabulous conversation -- great to see the curiosity and engagement from @MatthewRycroft1 and @DFID_UK in exploring smart approaches to #Tech4Good.//t.co/o4DuLpcFW2,TRUE,FALSE,NA,Tech4Good
